Email,First Name,Last Name,Residential Address Street,Residential Address Locality,Residential Address State,Residential Address Postcode,Postal Address Street,Postal Address Locality,Postal Address State,Postal Address Postcode,Residential Address Full,Postal Address Full,Residential co-ordinates
kevin@hotmail.com,Grace,Kulas,5261 Ross Knoll,ALABAMA HILL,QLD,4820,1951 Rolfson Crescent,ALBERT PARK,SA,5014,"ALABAMA HILL, QLD, 4820","1951 Rolfson Crescent, ALBERT PARK, SA, 5014","(-33.66798, 115.1676)"
yasmine@gmail.com,Ruby,Kuhn,4197 Rohan Mews,ARMAGH,SA,5453,6350 Charles Mews,ANGLERS REST,VIC,3898,"ARMAGH, SA, 5453","6350 Charles Mews, ANGLERS REST, VIC, 3898","(-36.3581336, 150.0771705)"
wallace@gmail.com,Layla,Welch,60 Ross Crescent,ALICE CREEK,QLD,4610,33 Borer Avenue,ASCOT PARK,SA,5043,"ALICE CREEK, QLD, 4610","33 Borer Avenue, ASCOT PARK, SA, 5043","(-35.7860171, 137.7698917)"
marvin.rau@hotmail.com,Aidan,Langworth,83 Ivy Pass,SOUTH CONNOR,QLD,5422,637 Marks Crest,WEST VICTORIA,QLD,8606,"SOUTH CONNOR, QLD, 5422","637 Marks Crest, WEST VICTORIA, QLD, 8606","(-35.169587, 149.1280212)"
guy@gmail.com,Christopher,Kreiger,68 Parisian Hill,ARCADIA,VIC,3631,1546 Richards Mews,ANSONS BAY,TAS,7264,"ARCADIA, VIC, 3631","1546 Richards Mews, ANSONS BAY, TAS, 7264","(-19.350223, 146.61922326862077)"
marhta@yahoo.com,Aiden,Ryan,4915 Aaron Mall,ALEXANDRA HEADLAND,QLD,4572,22 Jonathan Grove,AVON VALLEY NATIONAL PARK,WA,6084,"ALEXANDRA HEADLAND, QLD, 4572","22 Jonathan Grove, AVON VALLEY NATIONAL PARK, WA, 6084","(-37.6670148, 144.884862)"
vida@hotmail.com,Alana,Reilly,5596 Anthony Circle,AGNES BANKS,NSW,2753,68 Greenholt View Rd,AIRDS,NSW,2560,"AGNES BANKS, NSW, 2753","68 Greenholt View Rd, AIRDS, NSW, 2560","(-33.70631, 115.3287)"
napoleon@gmail.com,Sienna,Bosco,9557 Isla Lane,ALTON DOWNS,QLD,4702,957 Mckenzie Mews,ARCHIES CREEK,VIC,3995,"ALTON DOWNS, QLD, 4702","957 Mckenzie Mews, ARCHIES CREEK, VIC, 3995","(-35.78828795, 138.0574577581023)"
emelina_ferry@hotmail.com,Darcy,Reid,403 Kutch Court,AVONSLEIGH,VIC,3782,11 Isabelle Grove,ADELAIDE RIVER,NT,846,"AVONSLEIGH, VIC, 3782","11 Isabelle Grove, ADELAIDE RIVER, NT, 846","(-27.8809695, 152.68827293599338)"
chelsea@hotmail.com,Marcus,Olson,89 Greenfelder Hill,ADVENTURE BAY,TAS,7150,7493 Mia Mall,ALBION PARK RAIL,NSW,2527,"ADVENTURE BAY, TAS, 7150","7493 Mia Mall, ALBION PARK RAIL, NSW, 2527","(-13.928577149999999, 136.55312163956205)"
eda.gerhold@hotmail.com,Lillian,Carter,329 Sebastian Plaza,AMBERGATE,WA,6280,2882 Mckenzie Summit,ALMADEN,QLD,4871,"AMBERGATE, WA, 6280","2882 Mckenzie Summit, ALMADEN, QLD, 4871","(-30.6088889, 152.7294444)"
deanne@yahoo.com,Hayden,Kuhn,5792 Grant Grove,ATWELL,WA,6164,5075 Greenholt Plaza,ALBERTON,TAS,7263,"ATWELL, WA, 6164","5075 Greenholt Plaza, ALBERTON, TAS, 7263","(-35.0859511, 148.3985662)"
tammara_haag@gmail.com,Mia,Hartmann,7870 Robertson Pass,ALEXANDRA HEADLAND,QLD,4572,82 Tyler View Rd,ATTADALE,WA,6156,"ALEXANDRA HEADLAND, QLD, 4572","82 Tyler View Rd, ATTADALE, WA, 6156","(-43.31594, 147.24409)"
melvin_cruickshank@hotmail.com,Max,Hall,62 Toby Estate Dr,ANTWERP,VIC,3414,2592 Cassin Road,ALPHINGTON,VIC,3078,"ANTWERP, VIC, 3414","2592 Cassin Road, ALPHINGTON, VIC, 3078","(-25.8130915, 151.6578500985112)"
clelia.kuhlman@gmail.com,Ava,Goldner,8458 Ferry Knoll,ALLENDALE,VIC,3364,539 Eva Square,AMAROO,QLD,4829,"ALLENDALE, VIC, 3364","539 Eva Square, AMAROO, QLD, 4829","(31.330029, -94.733846)"
cesar_okon@hotmail.com,Luca,Wood,4569 Lillian Mall,DICKINSONSIDE,VIC,7110,267 Greenholt Way,EAST JADE,WA,8663,"DICKINSONSIDE, VIC, 7110","267 Greenholt Way, EAST JADE, WA, 8663","(-26.3761205, 152.5233097943886)"
raleigh.feeney@yahoo.com,Mackenzie,Leffler,2022 Smith Mall,ALABAMA HILL,QLD,4820,866 Huel Circuit,ASCOT,QLD,4360,"ALABAMA HILL, QLD, 4820","866 Huel Circuit, ASCOT, QLD, 4360","(-43.2276941, 147.1000385)"
jen_effertz@gmail.com,Benjamin,Mccullough,59 Christopher Plaza,APPLECROSS,WA,6153,599 Turcotte Mews,ARTHURVILLE,NSW,2820,"APPLECROSS, WA, 6153","599 Turcotte Mews, ARTHURVILLE, NSW, 2820","(-31.7356755, 150.7839962)"
tobi@yahoo.com,Scarlett,Wilderman,10 Declan Crescent,AMITY,QLD,4183,3529 Flatley Parade,ASHCROFT,NSW,2168,"AMITY, QLD, 4183","3529 Flatley Parade, ASHCROFT, NSW, 2168","(-27.569485999999998, 153.00872543991687)"
josiah.grady@yahoo.com,Eve,Farrell,7240 Harrison Street,ATWELL,WA,6164,28 Ava Plaza,AUSTRALIA PLAINS,SA,5374,"ATWELL, WA, 6164","28 Ava Plaza, AUSTRALIA PLAINS, SA, 5374","(-34.3014671, 138.9157278)"
annamae@yahoo.com,Poppy,Daniel,476 Wolf Mall,ADA,VIC,3833,4587 Matilda Mews,ARALUEN,NT,870,"ADA, VIC, 3833","4587 Matilda Mews, ARALUEN, NT, 870","(-34.097735, 139.1556029)"
dovie.schneider@gmail.com,Hayden,Morissette,6878 Feil Parade,ABERNETHY,NSW,2325,42 Jacobi Crescent,AVOCA DELL,SA,5253,"ABERNETHY, NSW, 2325","42 Jacobi Crescent, AVOCA DELL, SA, 5253","(-34.8714792, 138.7054458)"
nestor@gmail.com,Stephanie,Mann,623 Natalie Meadow,ATHOLWOOD,NSW,2361,56 Lang Square,APPIN,VIC,3579,"ATHOLWOOD, NSW, 2361","56 Lang Square, APPIN, VIC, 3579","(-33.8262024, 138.57540206725076)"
leif.willms@hotmail.com,Amelie,Rose,432 Sebastian Pass,ARGYLE,VIC,3523,42 Roberts Track,ANGLE PARK,SA,5010,"ARGYLE, VIC, 3523","42 Roberts Track, ANGLE PARK, SA, 5010","(-38.3543449, 144.9537421)"
charley@yahoo.com,Eve,Towne,700 Kiehn Place,ATHLONE,VIC,3818,2364 Charli Plaza,ARNOLD,NT,852,"ATHLONE, VIC, 3818","2364 Charli Plaza, ARNOLD, NT, 852","(-34.7563343, 139.2941415)"
thelma.lynch@hotmail.com,Taylor,Langworth,4631 Tahlia Parade,AXEDALE,VIC,3551,8618 Harber Loop,ALEXANDRA HEADLAND,QLD,4572,"AXEDALE, VIC, 3551","8618 Harber Loop, ALEXANDRA HEADLAND, QLD, 4572","(-35.3074897, 148.0631466)"
kristian@hotmail.com,Samantha,Goldner,6214 Erdman Plaza,ANTHONY,QLD,4310,2922 Jerde Parkway,ANDO,NSW,2631,"ANTHONY, QLD, 4310","2922 Jerde Parkway, ANDO, NSW, 2631","(-31.7311903, 115.7975644)"
alia@hotmail.com,Chloe,Scott,17 Matilda Mall,AVOCA BEACH,NSW,2251,15 Tyler View Rd,ATKINSONS DAM,QLD,4311,"AVOCA BEACH, NSW, 2251","15 Tyler View Rd, ATKINSONS DAM, QLD, 4311","(-33.8262024, 138.57540206725076)"
dave_auer@gmail.com,Amelia,Green,736 Tromp Parade,ANGLE VALE,SA,5117,981 Keeling Grove,ALLAMBEE,VIC,3823,"ANGLE VALE, SA, 5117","981 Keeling Grove, ALLAMBEE, VIC, 3823","(-23.6487639, 146.6375809)"
horace@yahoo.com,Mason,Fay,2864 Molly Circle,ANGLEDOOL,NSW,2834,122 Gemma Grove,ALLANS FLAT,VIC,3691,"ANGLEDOOL, NSW, 2834","122 Gemma Grove, ALLANS FLAT, VIC, 3691","(-37.558214, 143.7998153)"
mohamed.cartwright@hotmail.com,Holly,Bauch,213 Donnelly Circle,ARCHERFIELD,QLD,4108,70 Edward View Rd,ALBION PARK,NSW,2527,"ARCHERFIELD, QLD, 4108","70 Edward View Rd, ALBION PARK, NSW, 2527","(-33.6884076, 151.1078178)"
juana@gmail.com,Kayla,Turner,527 Chelsea Parade,ALABAMA HILL,QLD,4820,27 Thompson Meadow,AARONS PASS,NSW,2850,"ALABAMA HILL, QLD, 4820","27 Thompson Meadow, AARONS PASS, NSW, 2850","(-34.2582911, 137.7556003)"
alonzo@hotmail.com,Ali,Martin,684 Parker Meadow,ALUMY CREEK,NSW,2460,871 Clark Circle,ALBERT,NSW,2873,"ALUMY CREEK, NSW, 2460","871 Clark Circle, ALBERT, NSW, 2873","(-31.9127941, 115.9360896)"
kermit.okon@hotmail.com,Hunter,Macdonald,28 Hughes Plaza,ANTONYMYRE,WA,6714,25 Bartoletti Summit,ARCADIA VALLEY,QLD,4702,"ANTONYMYRE, WA, 6714","25 Bartoletti Summit, ARCADIA VALLEY, QLD, 4702","(-36.2304585, 142.21918302657684)"
aubrey@yahoo.com,Angelina,Kuhlman,649 Huel Circle,ADJUNGBILLY,NSW,2727,7182 Kutch Junction,AVELEY,WA,6069,"ADJUNGBILLY, NSW, 2727","7182 Kutch Junction, AVELEY, WA, 6069","(-20.9841539, 137.8479596)"
lawanda@hotmail.com,Tahlia,Kunde,10 Joshua Road,AYLMERTON,NSW,2575,60 Botsford Summit,ARCTURUS,QLD,4722,"AYLMERTON, NSW, 2575","60 Botsford Summit, ARCTURUS, QLD, 4722","(-27.707543, 153.26622308788458)"
garnett.goyette@gmail.com,Lillian,Ernser,4360 Goldner Terrace,ADJUNGBILLY,NSW,2727,14 Ashley Hill,ALLAMBEE RESERVE,VIC,3871,"ADJUNGBILLY, NSW, 2727","14 Ashley Hill, ALLAMBEE RESERVE, VIC, 3871","(-36.9668675, 145.81378864561063)"
apryl@gmail.com,Sienna,Windler,41 Lauren Estate Dr,ATHLONE,VIC,3818,191 Nicolas Plaza,ALKIMOS,WA,6038,"ATHLONE, VIC, 3818","191 Nicolas Plaza, ALKIMOS, WA, 6038","(-34.0685026, 147.1380858)"
jeie_shanahan@yahoo.com,Zoe,Thomas,31 Abbey Crescent,ALLAMBEE RESERVE,VIC,3871,87 Cruickshank Parade,ARANA HILLS,QLD,4054,"ALLAMBEE RESERVE, VIC, 3871","87 Cruickshank Parade, ARANA HILLS, QLD, 4054","(-42.0083152, 146.9556532)"
emmy@yahoo.com,Aaron,Becker,5133 Willow Terrace,ARDEER,VIC,3022,48 Maddison Track,AREEGRA,VIC,3480,"ARDEER, VIC, 3022","48 Maddison Track, AREEGRA, VIC, 3480","(-37.8814419, 144.7845482)"
florance@gmail.com,George,Davies,6455 Hayes Island,ARUMBERA,NT,873,634 Lillian Manor,AVON PLAINS,VIC,3477,"ARUMBERA, NT, 873","634 Lillian Manor, AVON PLAINS, VIC, 3477","(-37.01814195, 146.79360433886188)"
margart.raynor@yahoo.com,Alex,Daugherty,64 Borer Trail,LAKE LIAM,VIC,9413,422 Tremblay Track,LAKE MIKAYLABURGH,SA,1875,"LAKE LIAM, VIC, 9413","422 Tremblay Track, LAKE MIKAYLABURGH, SA, 1875","(-35.929989500000005, 143.86459057825428)"
leonarda@gmail.com,Christopher,Gutmann,3543 Kunde Ridge,ARDATH,WA,6419,675 Imogen Place,ARKELL,NSW,2795,"ARDATH, WA, 6419","675 Imogen Place, ARKELL, NSW, 2795","(-12.3799071, 130.8746623)"
magaly@gmail.com,Amber,Bartell,63 Dickens Grove,ARRAWARRA HEADLAND,NSW,2456,53 Jack Meadow,ARDING,NSW,2358,"ARRAWARRA HEADLAND, NSW, 2456","53 Jack Meadow, ARDING, NSW, 2358","(-32.931712, 148.2403284)"
maximo@yahoo.com,Lola,Walter,4077 Phoebe Knoll,ANNANDALE,NSW,2038,244 Grady Estate Dr,ATTUNGA,NSW,2345,"ANNANDALE, NSW, 2038","244 Grady Estate Dr, ATTUNGA, NSW, 2345","(-34.7563343, 139.2941415)"
oleta_mcdermott@yahoo.com,Lola,Green,360 Violet Summit,ALEXANDER HEIGHTS,WA,6064,7942 Berge Avenue,ARCHERFIELD,QLD,4108,"ALEXANDER HEIGHTS, WA, 6064","7942 Berge Avenue, ARCHERFIELD, QLD, 4108","(-29.4418416, 115.6279102)"
bette@yahoo.com,Toby,Young,36 Eliza Avenue,JASMINEBOROUGH,NT,4225,7257 O'neill Grove,LUCAPORT,NT,6624,"JASMINEBOROUGH, NT, 4225","7257 O'neill Grove, LUCAPORT, NT, 6624","(-35.929989500000005, 143.86459057825428)"
joyce_kris@hotmail.com,Leo,Rowe,6002 Audrey Crest,AUGATHELLA,QLD,4477,57 Lara Pass,ANGOURIE,NSW,2464,"AUGATHELLA, QLD, 4477","57 Lara Pass, ANGOURIE, NSW, 2464","(-27.824796, 151.9984418371806)"
dot_sipes@yahoo.com,Isaac,Greenholt,7135 Ashley Island,ALPURRURULAM,NT,4825,19 Durgan Junction,AUBIGNY,QLD,4401,"ALPURRURULAM, NT, 4825","19 Durgan Junction, AUBIGNY, QLD, 4401","(-35.736858999999995, 141.9679693250011)"
caron_gorczany@yahoo.com,Anna,Moss,273 Victoria Mall,ANTONYMYRE,WA,6714,82 James Summit,AROONA,QLD,4551,"ANTONYMYRE, WA, 6714","82 James Summit, AROONA, QLD, 4551","(-37.558214, 143.7998153)"
chase@gmail.com,Samantha,Dickinson,61 Khan Loop,WRIGHTFORT,NT,5272,3954 Cooper Plaza,HUDSONMOUTH,WA,3724,"WRIGHTFORT, NT, 5272","3954 Cooper Plaza, HUDSONMOUTH, WA, 3724","(-23.265931000000002, 139.42821091980517)"
ivory_littel@gmail.com,Marcus,Davis,315 Haley Run,AVOCA DELL,SA,5253,750 Piper Lane,ALICE SPRINGS,NT,870,"AVOCA DELL, SA, 5253","750 Piper Lane, ALICE SPRINGS, NT, 870","(-34.4252778, 150.6758333)"
naoma.jaskolski@gmail.com,Kai,Kiehn,44 Maddison Terrace,ARCADIA,QLD,4819,259 Audrey Square,ALICE RIVER,QLD,4817,"ARCADIA, QLD, 4819","259 Audrey Square, ALICE RIVER, QLD, 4817","(-12.7588199, 131.1496296)"
ariel.stanton@gmail.com,Bella,Hyatt,2191 Boyer Mall,AKAROA,TAS,7216,1308 Cooper Way,ALLENBY GARDENS,SA,5009,"AKAROA, TAS, 7216","1308 Cooper Way, ALLENBY GARDENS, SA, 5009","(-34.5625775, 150.7978168)"
erica_kohler@gmail.com,Charlie,Kemmer,873 Morissette Estate Dr,ANSTEAD,QLD,4070,95 Sauer Knoll,AVOCA,TAS,7213,"ANSTEAD, QLD, 4070","95 Sauer Knoll, AVOCA, TAS, 7213","(-32.1668599, 150.8919596)"
brett_prosacco@yahoo.com,Phoenix,Kiehn,7228 Barton Summit,ASHBURTON,VIC,3147,6445 Rose Loop,ALDINGA,SA,5173,"ASHBURTON, VIC, 3147","6445 Rose Loop, ALDINGA, SA, 5173","(-23.287394, 149.2905304575663)"
janeth_lockman@gmail.com,Ethan,Barrows,334 Walker Ridge,AVOCA VALE,QLD,4306,51 Jordan Meadow,AVOCA DELL,SA,5253,"AVOCA VALE, QLD, 4306","51 Jordan Meadow, AVOCA DELL, SA, 5253","(-30.0511111, 153.1911111)"
florencio.smitham@yahoo.com,Tahlia,Spencer,224 Alexis View Rd,APPLETHORPE,QLD,4378,755 Koch Crescent,ABBOTSFORD,VIC,3067,"APPLETHORPE, QLD, 4378","755 Koch Crescent, ABBOTSFORD, VIC, 3067","(-27.3991661, 153.4497223)"
eleanora@hotmail.com,Abby,Emmerich,163 Caleb Parkway,ALLANSON,WA,6225,50 Harry Junction,ALGESTER,QLD,4115,"ALLANSON, WA, 6225","50 Harry Junction, ALGESTER, QLD, 4115","(-35.1244827, 147.3325101)"
dudley@hotmail.com,Charlie,Walter,749 Eva Knoll,ASHBY HEIGHTS,NSW,2463,503 Collins Avenue,AUSTRALIND,WA,6233,"ASHBY HEIGHTS, NSW, 2463","503 Collins Avenue, AUSTRALIND, WA, 6233","(-33.9839091, 151.0241615)"
brady.dach@gmail.com,Alice,Dickinson,571 Jesse Loop,ARRINO,WA,6519,33 Elizabeth Pass,ANTONYMYRE,WA,6714,"ARRINO, WA, 6519","33 Elizabeth Pass, ANTONYMYRE, WA, 6714","(-35.2852323, 149.1129681)"
breanna@hotmail.com,Liam,Cruickshank,5031 Richards View Rd,ALLANSON,WA,6225,73 Mason Street,ALLANDALE,NSW,2320,"ALLANSON, WA, 6225","73 Mason Street, ALLANDALE, NSW, 2320","(-35.0152371, 138.7351789)"
edyth@yahoo.com,Lachlan,Berge,9672 Tyler Summit,AKOLELE,NSW,2546,95 O'conner Knoll,ASPLEY,QLD,4034,"AKOLELE, NSW, 2546","95 O'conner Knoll, ASPLEY, QLD, 4034","(-33.9839091, 151.0241615)"
bruno@gmail.com,Cameron,Baumbach,1885 Bartell Mall,AVON,NSW,2574,394 Hugo Island,ARALUEN,NT,870,"AVON, NSW, 2574","394 Hugo Island, ARALUEN, NT, 870","(-33.5919444, 143.3341667)"
luanne_kris@yahoo.com,Alice,Parker,444 Hickle Estate Dr,ALBERTON,VIC,3971,3924 Evie Trail,AMOR,VIC,3825,"ALBERTON, VIC, 3971","3924 Evie Trail, AMOR, VIC, 3825","(-28.1973325, 151.95034279175152)"
carroll@yahoo.com,Ella,Murray,151 Jacobson Junction,ALPHINGTON,VIC,3078,7002 Nate Summit,ARMIDALE,NSW,2350,"ALPHINGTON, VIC, 3078","7002 Nate Summit, ARMIDALE, NSW, 2350","(-26.3453044, 152.6746864)"
colby@hotmail.com,Jonathan,Hall,749 Andrew Grove,ANGLE PARK,SA,5010,5079 Harrison Track,AWABA,NSW,2283,"ANGLE PARK, SA, 5010","5079 Harrison Track, AWABA, NSW, 2283","(-31.1302928, 137.1034847277803)"
sheree.conn@gmail.com,Jade,Abbott,323 Barrows Hill,ASHWOOD,VIC,3147,806 Kai Pass,ARRAWARRA HEADLAND,NSW,2456,"ASHWOOD, VIC, 3147","806 Kai Pass, ARRAWARRA HEADLAND, NSW, 2456","(-34.3156059, 115.1605864)"
loris_kuvalis@gmail.com,Jasmine,Barrows,6177 Koch Estate Dr,AVENEL,VIC,3664,123 White Trail,AUBURN,QLD,4413,"AVENEL, VIC, 3664","123 White Trail, AUBURN, QLD, 4413","(-28.1973325, 151.95034279175152)"
donovan@hotmail.com,Charlotte,Hermann,570 Hayden Parkway,ARMIDALE,NSW,2350,5169 Johns Summit,ALTONA MEADOWS,VIC,3028,"ARMIDALE, NSW, 2350","5169 Johns Summit, ALTONA MEADOWS, VIC, 3028","(-31.7311903, 115.7975644)"
cristy@yahoo.com,Darcy,Ryan,1344 Taylor Mews,AMATA,SA,872,39 Waters View Rd,AGNES BANKS,NSW,2753,"AMATA, SA, 872","39 Waters View Rd, AGNES BANKS, NSW, 2753","(-33.79, 150.8761111)"
julio@yahoo.com,Elizabeth,Corkery,6951 Reynolds Crest,ARRINO,WA,6519,3016 Marvin Estate Dr,AUBREY,VIC,3393,"ARRINO, WA, 6519","3016 Marvin Estate Dr, AUBREY, VIC, 3393","(-34.5027712, 139.0490357)"
buford@gmail.com,John,King,575 Grimes Grove,AVOCA,VIC,3467,8012 Cassin Crest,ANAMA,SA,5464,"AVOCA, VIC, 3467","8012 Cassin Crest, ANAMA, SA, 5464","(-32.0271228, 115.8355245)"
vincent@gmail.com,Taylor,Kunde,93 James Run,ALBANVALE,VIC,3021,2891 Elizabeth Pass,ASCOT,QLD,4007,"ALBANVALE, VIC, 3021","2891 Elizabeth Pass, ASCOT, QLD, 4007","(-36.2341665, 146.05603068699222)"
sparkle@yahoo.com,Finn,Bergstrom,60 Hartmann Junction,ALBERTON,TAS,7263,853 Nate Pass,ARMSTRONG,VIC,3377,"ALBERTON, TAS, 7263","853 Nate Pass, ARMSTRONG, VIC, 3377","(-36.737995, 149.2607397)"
yong.thiel@gmail.com,Rose,Mcdermott,25 Cassin Road,ANTECHAMBER BAY,SA,5222,6315 Boyer View Rd,ARDMONA,VIC,3629,"ANTECHAMBER BAY, SA, 5222","6315 Boyer View Rd, ARDMONA, VIC, 3629","(-29.4138187, 153.1778299)"
kendall_oconner@gmail.com,Lucy,Marvin,211 Molly Road,ATHLONE,VIC,3818,41 Claire Square,AUCHENFLOWER,QLD,4066,"ATHLONE, VIC, 3818","41 Claire Square, AUCHENFLOWER, QLD, 4066","(-38.4247705, 145.53145261079874)"
isidro@gmail.com,William,Ross,2188 Hill Terrace,ASHFORD,NSW,2361,171 Grimes Boulevard,AGNES WATER,QLD,4677,"ASHFORD, NSW, 2361","171 Grimes Boulevard, AGNES WATER, QLD, 4677","(-27.44306, 152.9827648731527)"
lynn@hotmail.com,Anna,Fahey,436 Mueller Road,ARGALONG,NSW,2720,480 Cooper View Rd,APOLLO BAY,TAS,7150,"ARGALONG, NSW, 2720","480 Cooper View Rd, APOLLO BAY, TAS, 7150","(-21.445357, 149.2686148891206)"
cherrie_jacobson@yahoo.com,Oscar,Martin,33 Lincoln Drive,ASHBY,WA,6065,5490 Klein Pass,ANNUELLO,VIC,3549,"ASHBY, WA, 6065","5490 Klein Pass, ANNUELLO, VIC, 3549","(-42.33117, 147.44811)"
emilio@yahoo.com,Jake,Mitchell,5718 Sam Manor,ALLANOOKA,WA,6525,5303 Benjamin Pass,ASHFIELD,QLD,4670,"ALLANOOKA, WA, 6525","5303 Benjamin Pass, ASHFIELD, QLD, 4670","(-28.7955556, 153.4413889)"
brittny_douglas@hotmail.com,Eli,Daniel,924 Joel Lane,ARDATH,WA,6419,9229 Berge Plaza,ARDROSSAN,SA,5571,"ARDATH, WA, 6419","9229 Berge Plaza, ARDROSSAN, SA, 5571","(-27.877268299999997, 114.70465419416838)"
aaron.durgan@gmail.com,Chelsea,Mann,4994 Campbell Track,ARATULA,QLD,4309,41 Bartell Grove,ALISON,NSW,2259,"ARATULA, QLD, 4309","41 Bartell Grove, ALISON, NSW, 2259","(-34.0316667, 149.6594444)"
valrie_ratke@yahoo.com,Leah,Hills,377 Sophia Way,ARKSTONE,NSW,2795,1936 Rose Parade,ALBERTON WEST,VIC,3971,"ARKSTONE, NSW, 2795","1936 Rose Parade, ALBERTON WEST, VIC, 3971","(-33.8168462, 137.821986)"
sam.kshlerin@gmail.com,Hamish,Schmitt,70 Natalie View Rd,ARCADIA,VIC,3631,419 Quigley Manor,ARCHDALE JUNCTION,VIC,3475,"ARCADIA, VIC, 3631","419 Quigley Manor, ARCHDALE JUNCTION, VIC, 3475","(-41.2476, 146.32856)"
colby@yahoo.com,Georgia,Shields,99 Amber Trail,AMAMOOR CREEK,QLD,4570,449 Cole Street,AMIENS,QLD,4380,"AMAMOOR CREEK, QLD, 4570","449 Cole Street, AMIENS, QLD, 4380","(-12.3799071, 130.8746623)"
kent.mitchell@gmail.com,Molly,Taylor,49 Tahlia Circle,ARTHUR RIVER,TAS,7330,88 Mason Mall,ALABAMA HILL,QLD,4820,"ARTHUR RIVER, TAS, 7330","88 Mason Mall, ALABAMA HILL, QLD, 4820","(-35.2621952, 149.14788)"
tory_klocko@hotmail.com,Finn,Harber,4139 Hunter Place,ARTHURS SEAT,VIC,3936,538 Joshua Plaza,ABBEYARD,VIC,3737,"ARTHURS SEAT, VIC, 3936","538 Joshua Plaza, ABBEYARD, VIC, 3737","(-37.6670148, 144.884862)"
davis@yahoo.com,Addison,Davis,2925 Declan Knoll,ALBACUTYA,VIC,3424,50 Maddison View Rd,ALLANOOKA,WA,6525,"ALBACUTYA, VIC, 3424","50 Maddison View Rd, ALLANOOKA, WA, 6525","(-36.0013327, 148.6624296)"
granville@gmail.com,Addison,Mccullough,140 Hughes Grove,ALEXANDRA HEADLAND,QLD,4572,844 Samuel Summit,AKOLELE,NSW,2546,"ALEXANDRA HEADLAND, QLD, 4572","844 Samuel Summit, AKOLELE, NSW, 2546","(-37.1815392, 143.4005437)"
reed.green@yahoo.com,Oscar,Schultz,4302 Layla Plaza,AMERICAN BEACH,SA,5222,8299 Zoe Loop,ARCTURUS,QLD,4722,"AMERICAN BEACH, SA, 5222","8299 Zoe Loop, ARCTURUS, QLD, 4722","(-33.3349302, 116.0994037)"
wilburn@yahoo.com,Dylan,Hughes,3097 Christian Way,ABBA RIVER,WA,6280,127 Ivy Circle,ALDERSHOT,QLD,4650,"ABBA RIVER, WA, 6280","127 Ivy Circle, ALDERSHOT, QLD, 4650","(-32.7150027, 151.4177731)"
damion@hotmail.com,Jesse,Doyle,9993 Daniel Track,AMATA,SA,872,17 Phoenix Meadow,ARMATREE,NSW,2828,"AMATA, SA, 872","17 Phoenix Meadow, ARMATREE, NSW, 2828","(-23.0896126, 150.7019728)"
brandi.rohan@yahoo.com,Anna,Reilly,99 Mills Track,ANSONS BAY,TAS,7264,2944 Hyatt Lane,ANEMBO,NSW,2621,"ANSONS BAY, TAS, 7264","2944 Hyatt Lane, ANEMBO, NSW, 2621","(-26.683383, 152.28583057837403)"
mendy.nienow@hotmail.com,Lara,Daniel,76 Garden Island,ABERDEEN,TAS,7310,32 Schultz Grove,ASPENDALE GARDENS,VIC,3195,"ABERDEEN, TAS, 7310","32 Schultz Grove, ASPENDALE GARDENS, VIC, 3195","(-25.636086499999998, 152.5914461311075)"
tyrone_wilderman@hotmail.com,Savannah,Dickens,828 Caitlin Meadow,ABINGTON,QLD,4660,44 Beau Road,ALDINGA,SA,5173,"ABINGTON, QLD, 4660","44 Beau Road, ALDINGA, SA, 5173","(-23.6487639, 146.6375809)"
kyle.rogahn@gmail.com,Kayla,Ryan,4204 Jerde Manor,ALAWOONA,SA,5311,47 Mclaughlin Circle,ANTHONY,QLD,4310,"ALAWOONA, SA, 5311","47 Mclaughlin Circle, ANTHONY, QLD, 4310","(-32.025346, 115.8023457)"
israel@yahoo.com,Isabel,Emmerich,11 Emard Loop,AWABA,NSW,2283,762 Harris Square,ALLENDALE EAST,SA,5291,"AWABA, NSW, 2283","762 Harris Square, ALLENDALE EAST, SA, 5291","(-28.7955556, 153.4413889)"
preston_baumbach@gmail.com,Xavier,Davies,4856 Rees Grove,ALDERSYDE,WA,6306,22 Henry Mews,ARAMAC,QLD,4726,"ALDERSYDE, WA, 6306","22 Henry Mews, ARAMAC, QLD, 4726","(-25.4623125, 152.66822764580698)"
arron@hotmail.com,Jade,Garden,10 Jessica Grove,AUSTRALIA PLAINS,SA,5374,12 Paterson Circuit,ALICE RIVER,QLD,4817,"AUSTRALIA PLAINS, SA, 5374","12 Paterson Circuit, ALICE RIVER, QLD, 4817","(-38.2828148, 141.631467)"
alexis_labadie@hotmail.com,Addison,Ferry,1321 Harvey Estate Dr,ALLESTREE,VIC,3305,2281 Lincoln Avenue,AMBANIA,WA,6632,"ALLESTREE, VIC, 3305","2281 Lincoln Avenue, AMBANIA, WA, 6632","(-35.929989500000005, 143.86459057825428)"
dannie_herman@gmail.com,Holly,Bartell,1259 Dylan Track,ATTUNGA,NSW,2345,414 Rodriguez Track,AUBURN,QLD,4413,"ATTUNGA, NSW, 2345","414 Rodriguez Track, AUBURN, QLD, 4413","(-35.2621952, 149.14788)"
